X1,X2,X3,X4,X5,X6
0.5010105533317988,0.7277003388151572,-0.47763741209693045,1.1603165017271686,1.151368489400239,0.2385980524228053
0.11364911298808215,0.33370280248608786,-0.8619974720522698,0.4875982022159142,1.7417363378890351,0.6136711909579025
0.2779725103421926,0.24294377848411483,0.23032517347923126,0.20975007151320557,0.9495286352530725,-0.5558051332104436
0.636438677262453,0.7920427717064863,-0.06044256303733242,0.855533714417759,2.4207817467005834,1.062139512418406
0.530407311417395,0.6910661890668088,0.34621577965676564,0.35340605360291394,-0.9006433332671818,-2.5694018243213312
-0.277557824446091,-0.2910357149064271,-0.5933668711735,-0.3971510922324867,-0.20388411886413182,0.8808653785516379
0.26983571370016135,0.4450322947702595,-0.2269626404897184,0.46528186324263365,0.3418749366220289,1.9511650515413514
-0.04298713632468136,-0.45199468018940253,-0.2973113359742574,-0.4214484119907772,0.024347701392183507,1.285610687385744
-0.029315305846548435,-0.04627471231658785,0.3670801183232435,-0.4665375870484819,1.5052316325960207,1.7083080975966167
0.11661455688862105,0.19350146249829475,0.5992224135004305,0.282146752090063,-1.9049874681470267,-2.138818874991821
0.040909981756585966,-0.1706838665378418,0.23519399908705124,-0.09274597575120525,-0.5031318627900639,0.5592828135370769
0.4130299058782303,0.8674066393964796,-0.24244601165439145,0.757606235439023,-0.023520799374643464,-1.2758462789966794
0.21614320723182087,0.29671311948065254,0.5148385697055109,0.2957423653113813,1.2176068358057397,1.0143286987493048
0.03455706259458422,0.38576993583293057,0.4060332455289942,-0.024627702782479444,-1.4860370673648298,-3.2452570558050358
0.12606211167698705,-0.02162909357118467,0.2446192236959579,-0.4281030531868475,-1.1268422200763288,-1.6136582477603567
0.09476723282760317,-0.0851382146358128,-0.26362455340047175,-0.04752019714273503,0.8500101591001562,0.40818082166949854
0.4243351309133287,0.5620640348624979,0.7042899355528097,0.37457038426244715,1.829890553867286,1.9575808549849794
-0.0582672365051117,-0.43978591929664823,0.19064090455229896,-0.4398219570707148,-1.7373137596351078,-1.9113324456381307
0.08891472114927122,0.1547361028278446,-1.6563274847579235,0.3843125539218923,-2.1622645052502434,-1.9915137815640984
-0.24257272179253841,-0.27170539157183554,0.17726292319774214,-0.31755956690740056,1.2724872255295363,1.7187662667355323
-0.7250775994290846,-0.6526133747229803,-1.591522985258195,-1.4202894845403726,-5.175200305200074,-2.1282933335733016
0.1856349755822557,0.37855921960534633,0.5033670891919146,0.3344593630191619,0.8438750453757583,-0.39881887070741817
0.24550952770795872,0.20478359224840142,0.09580225364794893,0.0711372482600405,0.09116129744733174,-1.664118719293664
-0.21078314846341475,-0.4961823639236187,0.5040617014250339,-0.5571314479551724,0.21144098988922644,-1.2710332965226758
0.6446356439993561,1.1556850018725893,0.42080649904694234,1.3946697060934985,2.6771943198567403,1.1240288656573254
-0.4130560825153986,-0.6733894856574216,-0.7941756162770902,-1.1023420282684744,0.5929182468824368,2.636368841662308
0.012995929585221286,-0.21435671674304177,-0.07182603251030642,-0.14579053360621624,0.3418761426665554,0.6352471476149488
-0.0531623024059278,-0.30294951059293357,0.5462946694339549,0.13071183481239607,-0.47778600458318754,-0.05054772992474543
0.4353264029134923,0.7718540423058344,0.3352927032469919,0.594343489569336,3.0376605820140443,2.3551587549026927
0.41731428890612254,0.39005592649900267,0.24435775809989174,0.517061124996766,-0.2908421520225039,-0.60114892832164
0.04400679813340007,-0.11267391374698463,0.44319093377209295,0.1536584773726365,0.9582233632960636,-0.4704719691439152
0.10740237591492942,0.16007058487979647,0.19535420155692051,0.21669680520518186,2.4671764593789627,3.8211329324603054
-0.25214106014312154,-0.35019560954049633,-0.18907794093879146,-0.5359514834991557,0.6917342358608191,1.6140180410022258
-0.5625683029480428,-0.8289542017636313,0.34009611012077323,-1.0180040170577398,0.3751663318581515,0.28226664861850115
-0.09881093315807209,0.04651788321877812,0.7862795389279169,0.2505723198404748,-1.83525353234281,-3.6896506149749113
0.04440485210243145,0.2880682380204121,0.3715426362986069,0.4487267314968937,0.7048635982151594,0.6919788797056015
0.34941628354697896,0.63900697970271,0.0995130701289367,0.4183344730421713,0.20479599500301632,-0.304938818573248
0.3414892957861948,0.5813721497542067,1.0785848390546724,0.25394288288832184,3.7896362509970927,3.237452841758059
-0.11000513876664739,-0.044323282110744405,0.5725291234562442,-0.3959557166186992,1.7261112949244484,3.2849490321013137
-0.08585735490541384,-0.49451075418668944,0.3338727356608107,-0.0343807981377629,0.09919477896891737,-0.34234262111207575
-0.2978007440804095,0.007476563540481762,-0.8912489157766563,-0.011247229950774953,-0.06801695284874754,-0.7641035669988117
-0.40330094176250647,-0.4208533426976474,-0.2194820429768075,0.23071052043322915,-1.654864626289672,-1.2519403832032685
-0.4845997763573515,-0.45171604121748427,-0.7679306902334052,-0.29583499763752164,-0.7226317731273267,0.08822700904204117
0.5540419831787989,0.9147811049896335,0.3204317589928218,1.0290261886160856,1.713631517011709,-0.412048275008533
-0.1447469074088547,0.14050210310694264,0.025950546927170623,0.2236588224227686,-1.9447508378256433,-1.4757529698045677
-0.12441799062956206,-0.0582675476092709,-0.03635278005620135,0.2167015999129836,0.32060227605183544,1.7346708491629454
-0.3558078636299316,-0.3340798553384057,-0.5246973951044047,-0.5971565800974812,-0.17561724080822216,0.14026059479343855
0.22081593796005342,0.1349546249949173,0.8659393208163146,0.7275344588008626,2.774852649618455,1.4994330699861655
-0.45836500003771996,-0.5465558213587767,-1.2747663796374713,-0.5702159997960699,-1.6081053400245766,-1.6212296296571427
-0.060420613792781484,-0.2609570462969317,0.3588520828551285,-0.45237937452558385,1.3926361448629385,2.5276979815210314
-0.2543224969141535,-0.4657121524626026,-1.21354277513991,-0.37924803969383125,-4.3274961888181895,-3.13736350080308
0.10988462727935239,-0.06385180948037128,0.2923334591858043,0.23676431680946416,-0.20286888230737704,-1.3607491673939793
-0.1450743597280972,-0.20962346205477914,-0.5968593723450251,-0.4849899481422686,-1.1922559948513678,0.25767055447349363
-0.33531271631513276,-0.17430956364061848,0.23810956140946646,-0.01729707216807158,-0.3581344964794451,0.7283391934990971
-0.008004067365884954,0.6880771061447704,0.041860856416321784,0.4862960725390138,0.837673743143395,0.5864807138675879
0.12165103147569672,0.18868741139793138,0.22648573248587758,0.048223227203763985,-0.21532020223949822,-2.0814292550236506
0.018891633498553866,-0.27388127239149596,-0.548608026054969,-0.40642958511156535,-0.08905258501422919,0.976277062318427
0.08590539458782305,0.3821482026887315,-0.29830107299246766,0.5892315055557025,-1.1395846860006151,-3.0596064922330237
-0.18015455373086198,-0.28386375056063035,-0.01828303324337703,-0.5865960670086808,-0.23330476382751744,0.9694564185419154
-0.10302253938374302,-0.26984268667667,0.2464646668951061,-0.21498813245727563,0.04429723802549457,1.102350263864032
